dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,dteday_num,Cluster,time_category
2011-03-25,2,0,3,6,0,5,1,1,0.18,0.74,0.2239,0,32,32,83,0,Pagi
2011-03-25,2,0,3,7,0,5,1,1,0.2,0.59,0.3582,4,100,104,83,0,Pagi
2011-03-25,2,0,3,8,0,5,1,1,0.22,0.51,0.2836,9,228,237,83,0,Pagi
2011-03-25,2,0,3,9,0,5,1,1,0.24,0.48,0.2985,16,150,166,83,0,Pagi
2011-03-25,2,0,3,10,0,5,1,1,0.26,0.48,0.0,15,53,68,83,0,Pagi
2011-03-25,2,0,3,11,0,5,1,1,0.3,0.45,0.2836,17,58,75,83,0,Pagi
2011-03-25,2,0,3,12,0,5,1,1,0.32,0.42,0.2537,37,108,145,83,0,Siang
2011-03-25,2,0,3,13,0,5,1,1,0.32,0.39,0.194,34,104,138,83,0,Siang
2011-03-25,2,0,3,14,0,5,1,1,0.36,0.32,0.3284,30,103,133,83,0,Siang
2011-03-25,2,0,3,15,0,5,1,2,0.34,0.36,0.2537,43,79,122,83,0,Siang
2011-03-25,2,0,3,16,0,5,1,2,0.34,0.34,0.2985,23,127,150,83,0,Siang
2011-03-25,2,0,3,17,0,5,1,2,0.32,0.36,0.3582,23,202,225,83,0,Siang
2011-03-25,2,0,3,18,0,5,1,1,0.3,0.39,0.2537,8,190,198,83,0,Sore
2011-03-25,2,0,3,19,0,5,1,2,0.3,0.36,0.2836,9,126,135,83,0,Sore
2011-03-25,2,0,3,20,0,5,1,2,0.3,0.39,0.1343,6,75,81,83,0,Sore
2011-03-25,2,0,3,21,0,5,1,2,0.3,0.39,0.1642,11,64,75,83,0,Sore
2011-03-25,2,0,3,22,0,5,1,2,0.28,0.38,0.3284,3,40,43,83,0,Sore
2011-03-25,2,0,3,23,0,5,1,2,0.26,0.38,0.2836,8,31,39,83,0,Sore
2011-03-26,2,0,3,0,0,6,0,2,0.26,0.38,0.2836,3,25,28,84,0,Malam
2011-03-26,2,0,3,1,0,6,0,1,0.26,0.38,0.2985,3,24,27,84,0,Malam
2011-03-26,2,0,3,2,0,6,0,1,0.22,0.44,0.2239,4,21,25,84,0,Malam
2011-03-26,2,0,3,3,0,6,0,1,0.2,0.47,0.194,2,7,9,84,0,Malam
2011-03-26,2,0,3,4,0,6,0,1,0.22,0.44,0.2239,2,4,6,84,0,Malam
2011-03-26,2,0,3,5,0,6,0,1,0.2,0.51,0.194,0,8,8,84,0,Malam
2011-03-26,2,0,3,6,0,6,0,1,0.18,0.55,0.194,2,8,10,84,0,Pagi
2011-03-26,2,0,3,7,0,6,0,1,0.2,0.51,0.194,18,23,41,84,0,Pagi
2011-03-26,2,0,3,8,0,6,0,1,0.22,0.44,0.1343,24,42,66,84,0,Pagi
2011-03-26,2,0,3,9,0,6,0,1,0.24,0.41,0.1343,32,68,100,84,0,Pagi
2011-03-26,2,0,3,10,0,6,0,1,0.26,0.41,0.1642,32,93,125,84,0,Pagi
2011-03-26,2,0,3,11,0,6,0,1,0.28,0.38,0.1642,75,93,168,84,0,Pagi
2011-03-26,2,0,3,12,0,6,0,1,0.3,0.36,0.194,98,129,227,84,0,Siang
2011-03-26,2,0,3,13,0,6,0,1,0.32,0.33,0.2239,94,145,239,84,0,Siang
2011-03-26,2,0,3,14,0,6,0,1,0.34,0.29,0.2239,93,123,216,84,0,Siang
2011-03-26,2,0,3,15,0,6,0,1,0.34,0.29,0.194,110,109,219,84,0,Siang
2011-03-26,2,0,3,16,0,6,0,1,0.34,0.23,0.194,118,130,248,84,1,Siang
2011-03-26,2,0,3,17,0,6,0,1,0.32,0.24,0.2239,102,101,203,84,0,Siang
2011-03-26,2,0,3,18,0,6,0,2,0.32,0.21,0.1642,64,89,153,84,0,Sore
2011-03-26,2,0,3,19,0,6,0,2,0.28,0.45,0.2537,45,93,138,84,0,Sore
2011-03-26,2,0,3,20,0,6,0,2,0.28,0.45,0.2537,18,67,85,84,0,Sore
2011-03-26,2,0,3,21,0,6,0,2,0.26,0.44,0.194,15,36,51,84,0,Sore
2011-03-26,2,0,3,22,0,6,0,2,0.28,0.41,0.2239,17,46,63,84,0,Sore
2011-03-26,2,0,3,23,0,6,0,2,0.26,0.44,0.2836,10,31,41,84,0,Sore
2011-03-27,2,0,3,0,0,0,0,2,0.26,0.41,0.1642,5,26,31,85,0,Malam
2011-03-27,2,0,3,1,0,0,0,2,0.24,0.52,0.194,3,17,20,85,0,Malam
2011-03-27,2,0,3,2,0,0,0,3,0.22,0.55,0.194,6,15,21,85,0,Malam
2011-03-27,2,0,3,3,0,0,0,3,0.2,0.69,0.2239,0,14,14,85,0,Malam
2011-03-27,2,0,3,4,0,0,0,3,0.18,0.74,0.1642,1,5,6,85,0,Malam
2011-03-27,2,0,3,6,0,0,0,3,0.16,0.86,0.1343,0,2,2,85,0,Pagi
2011-03-27,2,0,3,7,0,0,0,3,0.16,0.86,0.1642,0,7,7,85,0,Pagi
2011-03-27,2,0,3,8,0,0,0,1,0.2,0.69,0.2239,6,8,14,85,0,Pagi
2011-03-27,2,0,3,9,0,0,0,1,0.22,0.55,0.1343,17,37,54,85,0,Pagi
2011-03-27,2,0,3,10,0,0,0,2,0.22,0.55,0.2239,27,59,86,85,0,Pagi
2011-03-27,2,0,3,11,0,0,0,2,0.24,0.48,0.1642,23,85,108,85,0,Pagi
2011-03-27,2,0,3,12,0,0,0,2,0.26,0.44,0.2239,43,120,163,85,0,Siang
2011-03-27,2,0,3,13,0,0,0,1,0.3,0.39,0.2239,47,100,147,85,0,Siang
2011-03-27,2,0,3,14,0,0,0,1,0.32,0.36,0.1642,61,103,164,85,0,Siang
2011-03-27,2,0,3,15,0,0,0,1,0.32,0.36,0.2836,61,111,172,85,0,Siang
2011-03-27,2,0,3,16,0,0,0,1,0.34,0.34,0.0,45,98,143,85,0,Siang
2011-03-27,2,0,3,17,0,0,0,1,0.32,0.31,0.2537,50,109,159,85,0,Siang
2011-03-27,2,0,3,18,0,0,0,1,0.3,0.33,0.194,32,105,137,85,0,Sore
2011-03-27,2,0,3,19,0,0,0,1,0.3,0.31,0.2239,23,80,103,85,0,Sore
2011-03-27,2,0,3,20,0,0,0,1,0.28,0.36,0.1642,7,50,57,85,0,Sore
2011-03-27,2,0,3,21,0,0,0,1,0.26,0.41,0.1642,7,29,36,85,0,Sore
2011-03-27,2,0,3,22,0,0,0,1,0.26,0.41,0.1642,5,25,30,85,0,Sore
2011-03-27,2,0,3,23,0,0,0,1,0.26,0.44,0.194,3,16,19,85,0,Sore
2011-03-28,2,0,3,0,0,1,1,1,0.22,0.55,0.194,1,11,12,86,0,Malam
2011-03-28,2,0,3,1,0,1,1,1,0.22,0.44,0.194,2,4,6,86,0,Malam
2011-03-28,2,0,3,2,0,1,1,1,0.22,0.44,0.1642,0,5,5,86,0,Malam
2011-03-28,2,0,3,3,0,1,1,1,0.22,0.44,0.1642,0,2,2,86,0,Malam
2011-03-28,2,0,3,5,0,1,1,1,0.18,0.43,0.194,0,8,8,86,0,Malam
2011-03-28,2,0,3,6,0,1,1,1,0.18,0.34,0.2836,0,40,40,86,0,Pagi
2011-03-28,2,0,3,7,0,1,1,1,0.2,0.32,0.3284,6,104,110,86,0,Pagi
2011-03-28,2,0,3,8,0,1,1,1,0.2,0.34,0.2239,15,239,254,86,0,Pagi
2011-03-28,2,0,3,9,0,1,1,2,0.22,0.32,0.2239,12,109,121,86,0,Pagi
2011-03-28,2,0,3,10,0,1,1,1,0.24,0.3,0.194,22,47,69,86,0,Pagi
2011-03-28,2,0,3,11,0,1,1,2,0.26,0.3,0.2836,18,39,57,86,0,Pagi
2011-03-28,2,0,3,12,0,1,1,2,0.26,0.25,0.0,8,71,79,86,0,Siang
2011-03-28,2,0,3,13,0,1,1,2,0.3,0.24,0.2239,14,69,83,86,0,Siang
2011-03-28,2,0,3,14,0,1,1,1,0.32,0.22,0.2239,15,65,80,86,0,Siang
2011-03-28,2,0,3,15,0,1,1,1,0.32,0.24,0.2836,19,53,72,86,0,Siang
2011-03-28,2,0,3,16,0,1,1,1,0.34,0.23,0.2239,15,117,132,86,0,Siang
2011-03-28,2,0,3,17,0,1,1,1,0.34,0.23,0.2985,25,227,252,86,1,Siang
2011-03-28,2,0,3,18,0,1,1,1,0.32,0.21,0.2836,21,220,241,86,1,Sore
2011-03-28,2,0,3,19,0,1,1,1,0.3,0.22,0.1343,17,156,173,86,0,Sore
2011-03-28,2,0,3,20,0,1,1,1,0.32,0.22,0.1045,5,107,112,86,0,Sore
2011-03-28,2,0,3,21,0,1,1,1,0.32,0.21,0.1343,6,55,61,86,0,Sore
2011-03-28,2,0,3,22,0,1,1,1,0.3,0.22,0.2239,0,40,40,86,0,Sore
2011-03-28,2,0,3,23,0,1,1,1,0.28,0.24,0.2985,1,18,19,86,0,Sore
2011-03-29,2,0,3,0,0,2,1,1,0.26,0.28,0.3284,1,15,16,87,0,Malam
2011-03-29,2,0,3,1,0,2,1,1,0.24,0.32,0.2985,0,4,4,87,0,Malam
2011-03-29,2,0,3,2,0,2,1,1,0.24,0.32,0.2985,0,3,3,87,0,Malam
2011-03-29,2,0,3,3,0,2,1,1,0.24,0.32,0.2985,2,1,3,87,0,Malam
2011-03-29,2,0,3,4,0,2,1,1,0.2,0.44,0.1642,1,1,2,87,0,Malam
2011-03-29,2,0,3,5,0,2,1,1,0.22,0.37,0.2537,0,8,8,87,0,Malam
2011-03-29,2,0,3,6,0,2,1,1,0.22,0.41,0.2985,4,46,50,87,0,Pagi
2011-03-29,2,0,3,7,0,2,1,1,0.22,0.41,0.3582,5,128,133,87,0,Pagi
2011-03-29,2,0,3,8,0,2,1,1,0.24,0.35,0.3582,19,268,287,87,0,Pagi
2011-03-29,2,0,3,9,0,2,1,1,0.28,0.28,0.3881,16,156,172,87,0,Pagi
2011-03-29,2,0,3,10,0,2,1,1,0.3,0.24,0.2985,13,46,59,87,0,Pagi
2011-03-29,2,0,3,11,0,2,1,2,0.34,0.25,0.3881,18,63,81,87,0,Pagi
2011-03-29,2,0,3,12,0,2,1,1,0.34,0.25,0.1642,29,77,106,87,0,Siang
2011-03-29,2,0,3,13,0,2,1,1,0.34,0.25,0.2985,24,80,104,87,0,Siang
2011-03-29,2,0,3,14,0,2,1,1,0.36,0.25,0.2537,20,66,86,87,0,Siang
2011-03-29,2,0,3,15,0,2,1,1,0.38,0.25,0.2239,22,65,87,87,0,Siang
2011-03-29,2,0,3,16,0,2,1,1,0.38,0.22,0.1642,12,124,136,87,0,Siang
2011-03-29,2,0,3,17,0,2,1,1,0.4,0.2,0.1343,34,265,299,87,1,Siang
2011-03-29,2,0,3,18,0,2,1,1,0.36,0.21,0.0896,42,252,294,87,1,Sore
2011-03-29,2,0,3,19,0,2,1,1,0.34,0.23,0.194,20,170,190,87,1,Sore
2011-03-29,2,0,3,20,0,2,1,1,0.36,0.21,0.0896,13,119,132,87,0,Sore
2011-03-29,2,0,3,21,0,2,1,1,0.34,0.42,0.0,8,75,83,87,0,Sore
2011-03-29,2,0,3,22,0,2,1,1,0.34,0.49,0.0,6,49,55,87,0,Sore
2011-03-29,2,0,3,23,0,2,1,2,0.32,0.57,0.1045,8,27,35,87,0,Sore
2011-03-30,2,0,3,0,0,3,1,2,0.32,0.57,0.0,3,8,11,88,0,Malam
2011-03-30,2,0,3,1,0,3,1,1,0.32,0.39,0.0,1,9,10,88,0,Malam
2011-03-30,2,0,3,2,0,3,1,2,0.32,0.57,0.0,0,4,4,88,0,Malam
2011-03-30,2,0,3,3,0,3,1,2,0.32,0.49,0.0,0,4,4,88,0,Malam
2011-03-30,2,0,3,4,0,3,1,2,0.32,0.57,0.0,1,0,1,88,0,Malam
2011-03-30,2,0,3,5,0,3,1,2,0.3,0.56,0.194,0,7,7,88,0,Malam
2011-03-30,2,0,3,6,0,3,1,2,0.3,0.49,0.1343,4,44,48,88,0,Pagi
2011-03-30,2,0,3,7,0,3,1,2,0.32,0.45,0.1045,8,128,136,88,0,Pagi
2011-03-30,2,0,3,8,0,3,1,2,0.32,0.49,0.1642,16,247,263,88,0,Pagi
2011-03-30,2,0,3,9,0,3,1,2,0.32,0.45,0.2239,7,147,154,88,0,Pagi
2011-03-30,2,0,3,10,0,3,1,2,0.34,0.46,0.2239,13,51,64,88,0,Pagi
2011-03-30,2,0,3,11,0,3,1,2,0.34,0.46,0.2537,26,64,90,88,0,Pagi
2011-03-30,2,0,3,12,0,3,1,2,0.34,0.46,0.1642,15,65,80,88,0,Siang
2011-03-30,2,0,3,13,0,3,1,2,0.36,0.46,0.2239,14,84,98,88,0,Siang
2011-03-30,2,0,3,14,0,3,1,2,0.36,0.46,0.2985,16,64,80,88,0,Siang
2011-03-30,2,0,3,15,0,3,1,3,0.28,0.81,0.2985,14,56,70,88,0,Siang
2011-03-30,2,0,3,16,0,3,1,3,0.28,0.87,0.2537,0,36,36,88,0,Siang
2011-03-30,2,0,3,17,0,3,1,3,0.26,0.93,0.1045,11,105,116,88,0,Siang
2011-03-30,2,0,3,18,0,3,1,2,0.26,0.93,0.2239,6,79,85,88,0,Sore
2011-03-30,2,0,3,19,0,3,1,2,0.26,0.93,0.2239,5,67,72,88,0,Sore
2011-03-30,2,0,3,20,0,3,1,3,0.24,0.93,0.2985,4,40,44,88,0,Sore
2011-03-30,2,0,3,21,0,3,1,2,0.24,0.93,0.2537,0,27,27,88,0,Sore
2011-03-30,2,0,3,22,0,3,1,3,0.24,0.93,0.2239,3,21,24,88,0,Sore
2011-03-30,2,0,3,23,0,3,1,3,0.24,0.93,0.2836,1,11,12,88,0,Sore
2011-03-31,2,0,3,0,0,4,1,3,0.24,0.93,0.2239,0,3,3,89,0,Malam
2011-03-31,2,0,3,1,0,4,1,3,0.24,0.93,0.194,1,4,5,89,0,Malam
2011-03-31,2,0,3,2,0,4,1,3,0.24,0.93,0.194,0,5,5,89,0,Malam
2011-03-31,2,0,3,3,0,4,1,3,0.24,0.93,0.2239,0,1,1,89,0,Malam
2011-03-31,2,0,3,4,0,4,1,3,0.24,0.93,0.2537,0,2,2,89,0,Malam
2011-03-31,2,0,3,5,0,4,1,3,0.24,0.93,0.2239,0,8,8,89,0,Malam
2011-03-31,2,0,3,6,0,4,1,3,0.24,0.93,0.2985,2,34,36,89,0,Pagi
2011-03-31,2,0,3,7,0,4,1,3,0.24,0.93,0.2537,5,87,92,89,0,Pagi
2011-03-31,2,0,3,8,0,4,1,2,0.24,1.0,0.2537,7,185,192,89,0,Pagi
2011-03-31,2,0,3,9,0,4,1,3,0.26,0.93,0.2537,6,126,132,89,0,Pagi
2011-03-31,2,0,3,10,0,4,1,3,0.26,0.93,0.2537,15,54,69,89,0,Pagi
2011-03-31,2,0,3,11,0,4,1,3,0.28,0.93,0.194,6,52,58,89,0,Pagi
2011-03-31,2,0,3,12,0,4,1,3,0.28,0.93,0.194,17,73,90,89,0,Siang
2011-03-31,2,0,3,13,0,4,1,3,0.3,0.87,0.1343,13,55,68,89,0,Siang
2011-03-31,2,0,3,14,0,4,1,3,0.3,0.87,0.1343,27,49,76,89,0,Siang
2011-03-31,2,0,3,15,0,4,1,3,0.3,0.87,0.2985,4,61,65,89,0,Siang
2011-03-31,2,0,3,16,0,4,1,2,0.3,0.87,0.2537,13,72,85,89,0,Siang
2011-03-31,2,0,3,17,0,4,1,2,0.3,0.87,0.2537,15,153,168,89,0,Siang
2011-03-31,2,0,3,18,0,4,1,2,0.3,0.87,0.1343,12,165,177,89,0,Sore
2011-03-31,2,0,3,19,0,4,1,2,0.3,0.87,0.1343,12,118,130,89,0,Sore
2011-03-31,2,0,3,20,0,4,1,3,0.28,0.93,0.2836,6,79,85,89,0,Sore
2011-03-31,2,0,3,21,0,4,1,2,0.28,0.93,0.1642,7,53,60,89,0,Sore
2011-03-31,2,0,3,22,0,4,1,3,0.28,0.93,0.2537,7,44,51,89,0,Sore
2011-03-31,2,0,3,23,0,4,1,3,0.26,1.0,0.1642,4,23,27,89,0,Sore
2011-04-01,2,0,4,0,0,5,1,3,0.26,1.0,0.1642,0,6,6,90,0,Malam
2011-04-01,2,0,4,1,0,5,1,3,0.26,1.0,0.1642,0,4,4,90,0,Malam
2011-04-01,2,0,4,2,0,5,1,3,0.26,0.93,0.194,0,7,7,90,0,Malam
2011-04-01,2,0,4,3,0,5,1,2,0.24,0.93,0.2537,0,4,4,90,0,Malam
2011-04-01,2,0,4,4,0,5,1,2,0.24,0.93,0.2537,0,3,3,90,0,Malam
2011-04-01,2,0,4,5,0,5,1,3,0.24,0.93,0.2239,1,11,12,90,0,Malam
2011-04-01,2,0,4,6,0,5,1,3,0.24,0.93,0.2239,2,26,28,90,0,Pagi
2011-04-01,2,0,4,7,0,5,1,3,0.24,0.93,0.0,4,91,95,90,0,Pagi
2011-04-01,2,0,4,8,0,5,1,2,0.26,0.87,0.2537,8,198,206,90,0,Pagi
2011-04-01,2,0,4,9,0,5,1,1,0.32,0.7,0.3582,11,162,173,90,0,Pagi
2011-04-01,2,0,4,10,0,5,1,1,0.32,0.66,0.2836,12,63,75,90,0,Pagi
2011-04-01,2,0,4,11,0,5,1,1,0.32,0.61,0.3582,17,72,89,90,0,Pagi
2011-04-01,2,0,4,12,0,5,1,1,0.34,0.53,0.3582,15,80,95,90,0,Siang
2011-04-01,2,0,4,13,0,5,1,1,0.36,0.5,0.3582,18,92,110,90,0,Siang
2011-04-01,2,0,4,14,0,5,1,2,0.36,0.46,0.3582,26,61,87,90,0,Siang
2011-04-01,2,0,4,15,0,5,1,1,0.34,0.46,0.4179,30,81,111,90,0,Siang
2011-04-01,2,0,4,16,0,5,1,1,0.34,0.46,0.4179,42,125,167,90,0,Siang
2011-04-01,2,0,4,17,0,5,1,1,0.34,0.46,0.3284,36,245,281,90,1,Siang
2011-04-01,2,0,4,18,0,5,1,1,0.34,0.46,0.3284,36,205,241,90,1,Sore
2011-04-01,2,0,4,19,0,5,1,1,0.34,0.49,0.3284,16,120,136,90,0,Sore
2011-04-01,2,0,4,20,0,5,1,1,0.32,0.53,0.194,2,75,77,90,0,Sore
2011-04-01,2,0,4,21,0,5,1,1,0.32,0.53,0.1343,9,84,93,90,0,Sore
2011-04-01,2,0,4,22,0,5,1,1,0.3,0.56,0.1642,10,64,74,90,0,Sore
2011-04-01,2,0,4,23,0,5,1,1,0.3,0.61,0.0896,12,41,53,90,0,Sore
2011-04-02,2,0,4,0,0,6,0,2,0.3,0.61,0.0,3,29,32,91,0,Malam
2011-04-02,2,0,4,1,0,6,0,1,0.26,0.65,0.1343,4,28,32,91,0,Malam
2011-04-02,2,0,4,2,0,6,0,1,0.24,0.75,0.1343,1,20,21,91,0,Malam
2011-04-02,2,0,4,3,0,6,0,1,0.24,0.7,0.1642,1,8,9,91,0,Malam
2011-04-02,2,0,4,4,0,6,0,1,0.24,0.7,0.1642,0,5,5,91,0,Malam
2011-04-02,2,0,4,5,0,6,0,2,0.24,0.75,0.1642,1,4,5,91,0,Malam
2011-04-02,2,0,4,6,0,6,0,1,0.26,0.7,0.1045,5,7,12,91,0,Pagi
2011-04-02,2,0,4,7,0,6,0,2,0.26,0.7,0.1045,2,16,18,91,0,Pagi
2011-04-02,2,0,4,8,0,6,0,1,0.3,0.7,0.1045,10,45,55,91,0,Pagi
2011-04-02,2,0,4,9,0,6,0,2,0.34,0.66,0.1045,22,65,87,91,0,Pagi
2011-04-02,2,0,4,10,0,6,0,2,0.36,0.57,0.1642,41,113,154,91,0,Pagi
2011-04-02,2,0,4,11,0,6,0,2,0.4,0.47,0.1642,72,126,198,91,0,Pagi
2011-04-02,2,0,4,12,0,6,0,3,0.32,0.81,0.1343,84,100,184,91,0,Siang
2011-04-02,2,0,4,13,0,6,0,1,0.34,0.81,0.1343,56,81,137,91,0,Siang
2011-04-02,2,0,4,14,0,6,0,3,0.32,0.76,0.3284,97,93,190,91,0,Siang
2011-04-02,2,0,4,15,0,6,0,3,0.34,0.76,0.3881,72,64,136,91,0,Siang
2011-04-02,2,0,4,16,0,6,0,1,0.38,0.62,0.3284,111,85,196,91,0,Siang
2011-04-02,2,0,4,17,0,6,0,1,0.38,0.54,0.3582,89,95,184,91,0,Siang
2011-04-02,2,0,4,18,0,6,0,1,0.38,0.54,0.194,69,110,179,91,1,Sore
2011-04-02,2,0,4,19,0,6,0,1,0.36,0.53,0.3582,71,77,148,91,0,Sore
2011-04-02,2,0,4,20,0,6,0,1,0.34,0.53,0.2836,29,56,85,91,0,Sore
2011-04-02,2,0,4,21,0,6,0,1,0.32,0.61,0.2537,24,53,77,91,0,Sore
2011-04-02,2,0,4,22,0,6,0,1,0.32,0.61,0.2985,14,41,55,91,0,Sore
2011-04-02,2,0,4,23,0,6,0,1,0.32,0.61,0.1642,20,33,53,91,0,Sore
2011-04-03,2,0,4,0,0,0,0,1,0.3,0.65,0.194,8,31,39,92,0,Malam
2011-04-03,2,0,4,1,0,0,0,1,0.3,0.61,0.1045,8,26,34,92,0,Malam
2011-04-03,2,0,4,2,0,0,0,1,0.26,0.7,0.1343,5,19,24,92,0,Malam
2011-04-03,2,0,4,3,0,0,0,1,0.3,0.61,0.0,3,8,11,92,0,Malam
2011-04-03,2,0,4,4,0,0,0,1,0.28,0.7,0.0896,3,0,3,92,0,Malam
2011-04-03,2,0,4,5,0,0,0,1,0.28,0.65,0.2239,1,4,5,92,0,Malam
2011-04-03,2,0,4,6,0,0,0,1,0.28,0.65,0.194,10,23,33,92,0,Pagi
2011-04-03,2,0,4,7,0,0,0,1,0.32,0.57,0.2239,13,20,33,92,0,Pagi
2011-04-03,2,0,4,8,0,0,0,1,0.34,0.57,0.1642,18,44,62,92,0,Pagi
2011-04-03,2,0,4,10,0,0,0,1,0.4,0.43,0.4179,111,104,215,92,0,Pagi
2011-04-03,2,0,4,11,0,0,0,1,0.42,0.41,0.2537,139,104,243,92,0,Pagi
2011-04-03,2,0,4,12,0,0,0,1,0.44,0.38,0.2836,166,147,313,92,1,Siang
2011-04-03,2,0,4,13,0,0,0,1,0.44,0.33,0.2985,219,148,367,92,1,Siang
2011-04-03,2,0,4,14,0,0,0,1,0.46,0.31,0.1343,240,109,349,92,1,Siang
2011-04-03,2,0,4,15,0,0,0,2,0.46,0.33,0.0,174,118,292,92,1,Siang
2011-04-03,2,0,4,16,0,0,0,2,0.46,0.31,0.194,147,156,303,92,1,Siang
2011-04-03,2,0,4,17,0,0,0,2,0.46,0.28,0.1343,148,126,274,92,1,Siang
2011-04-03,2,0,4,18,0,0,0,2,0.46,0.31,0.0,71,101,172,92,1,Sore
2011-04-03,2,0,4,19,0,0,0,2,0.42,0.44,0.194,51,93,144,92,1,Sore
2011-04-03,2,0,4,20,0,0,0,3,0.42,0.41,0.2239,24,55,79,92,0,Sore
2011-04-03,2,0,4,21,0,0,0,2,0.42,0.44,0.2239,8,37,45,92,0,Sore
2011-04-03,2,0,4,22,0,0,0,1,0.4,0.43,0.1045,7,29,36,92,0,Sore
2011-04-03,2,0,4,23,0,0,0,1,0.4,0.5,0.0896,9,22,31,92,0,Sore
2011-04-04,2,0,4,0,0,1,1,1,0.4,0.5,0.2239,1,5,6,93,0,Malam
2011-04-04,2,0,4,1,0,1,1,1,0.4,0.56,0.3582,7,4,11,93,0,Malam
2011-04-04,2,0,4,2,0,1,1,1,0.38,0.66,0.2537,1,1,2,93,0,Malam
2011-04-04,2,0,4,3,0,1,1,1,0.38,0.66,0.2836,1,0,1,93,0,Malam
2011-04-04,2,0,4,4,0,1,1,1,0.38,0.71,0.2985,1,1,2,93,0,Malam
2011-04-04,2,0,4,5,0,1,1,1,0.4,0.62,0.2537,0,7,7,93,0,Malam
2011-04-04,2,0,4,6,0,1,1,1,0.42,0.58,0.2836,3,43,46,93,0,Pagi
2011-04-04,2,0,4,7,0,1,1,2,0.44,0.54,0.2537,7,150,157,93,0,Pagi
2011-04-04,2,0,4,8,0,1,1,2,0.46,0.55,0.2985,31,308,339,93,1,Pagi
2011-04-04,2,0,4,9,0,1,1,2,0.5,0.51,0.3881,24,134,158,93,0,Pagi
2011-04-04,2,0,4,10,0,1,1,2,0.54,0.45,0.3582,35,55,90,93,0,Pagi
2011-04-04,2,0,4,11,0,1,1,1,0.6,0.4,0.3881,58,66,124,93,0,Pagi
2011-04-04,2,0,4,12,0,1,1,1,0.64,0.36,0.4627,59,98,157,93,1,Siang
2011-04-04,2,0,4,13,0,1,1,1,0.68,0.34,0.3284,47,92,139,93,1,Siang
2011-04-04,2,0,4,19,0,1,1,1,0.7,0.24,0.4627,51,227,278,93,1,Sore
2011-04-04,2,0,4,21,0,1,1,2,0.7,0.3,0.4478,19,76,95,93,1,Sore
2011-04-04,2,0,4,22,0,1,1,2,0.68,0.36,0.4627,17,58,75,93,1,Sore
2011-04-04,2,0,4,23,0,1,1,2,0.64,0.47,0.2239,18,30,48,93,1,Sore
2011-04-05,2,0,4,0,0,2,1,1,0.62,0.5,0.1045,10,12,22,94,0,Malam
2011-04-05,2,0,4,1,0,2,1,3,0.62,0.57,0.4179,10,5,15,94,0,Malam
2011-04-05,2,0,4,2,0,2,1,2,0.54,0.73,0.3284,0,5,5,94,0,Malam
2011-04-05,2,0,4,3,0,2,1,2,0.54,0.73,0.3284,1,3,4,94,0,Malam
2011-04-05,2,0,4,5,0,2,1,3,0.46,0.94,0.2985,0,5,5,94,0,Malam
2011-04-05,2,0,4,6,0,2,1,2,0.48,0.88,0.3284,2,36,38,94,0,Pagi
2011-04-05,2,0,4,7,0,2,1,2,0.48,0.88,0.3284,10,124,134,94,0,Pagi
2011-04-05,2,0,4,10,0,2,1,3,0.34,0.81,0.3881,3,25,28,94,0,Pagi
2011-04-05,2,0,4,11,0,2,1,3,0.32,0.81,0.4478,1,18,19,94,0,Pagi
2011-04-05,2,0,4,12,0,2,1,2,0.34,0.71,0.3881,6,32,38,94,0,Siang
2011-04-05,2,0,4,13,0,2,1,2,0.36,0.63,0.4179,5,51,56,94,0,Siang
2011-04-05,2,0,4,15,0,2,1,1,0.4,0.46,0.4627,6,62,68,94,0,Siang
2011-04-05,2,0,4,16,0,2,1,1,0.38,0.46,0.4179,17,113,130,94,0,Siang
2011-04-05,2,0,4,17,0,2,1,1,0.42,0.38,0.4179,27,246,273,94,1,Siang
2011-04-05,2,0,4,19,0,2,1,1,0.36,0.43,0.2985,12,148,160,94,0,Sore
2011-04-05,2,0,4,20,0,2,1,1,0.34,0.46,0.2836,4,87,91,94,0,Sore
2011-04-05,2,0,4,22,0,2,1,1,0.32,0.49,0.2985,3,43,46,94,0,Sore
2011-04-05,2,0,4,23,0,2,1,1,0.3,0.49,0.2836,3,23,26,94,0,Sore
2011-04-06,2,0,4,0,0,3,1,1,0.3,0.49,0.1045,0,15,15,95,0,Malam
2011-04-06,2,0,4,1,0,3,1,1,0.26,0.6,0.1343,0,2,2,95,0,Malam
2011-04-06,2,0,4,2,0,3,1,1,0.24,0.7,0.1343,0,5,5,95,0,Malam
2011-04-06,2,0,4,3,0,3,1,1,0.26,0.6,0.1343,0,4,4,95,0,Malam
2011-04-06,2,0,4,4,0,3,1,1,0.24,0.65,0.1343,0,1,1,95,0,Malam
2011-04-06,2,0,4,5,0,3,1,1,0.24,0.7,0.1045,1,12,13,95,0,Malam
2011-04-06,2,0,4,6,0,3,1,1,0.24,0.7,0.1045,4,52,56,95,0,Pagi
2011-04-06,2,0,4,7,0,3,1,1,0.26,0.65,0.1045,3,130,133,95,0,Pagi
2011-04-06,2,0,4,8,0,3,1,1,0.32,0.61,0.2239,17,308,325,95,0,Pagi
2011-04-06,2,0,4,9,0,3,1,1,0.36,0.46,0.2537,8,157,165,95,0,Pagi
2011-04-06,2,0,4,10,0,3,1,1,0.4,0.37,0.3881,21,48,69,95,0,Pagi
